epoch,fase,loss,accuracy,val_loss,val_accuracy,val_macro_f1
1,cabeza,0.35193559527397156,0.8481565713882446,0.44487497210502625,0.7889447212219238,0.7860872235872236
2,cabeza,0.24349664151668549,0.9010210037231445,0.4010443389415741,0.839195966720581,0.837018837018837
3,cabeza,0.2328425794839859,0.9071469306945801,0.415571928024292,0.7788944840431213,0.7784412955465587
4,cabeza,0.2286233901977539,0.9062960743904114,0.3949300944805145,0.8190954923629761,0.8190543544150334
5,cabeza,0.22117018699645996,0.9094724655151367,0.4163183867931366,0.8291457295417786,0.8275739041794087
6,cabeza,0.22328294813632965,0.9100964069366455,0.35412320494651794,0.8492462038993835,0.8489372469635628
7,cabeza,0.22339028120040894,0.9099262356758118,0.3722378611564636,0.8241205811500549,0.8226697558367493
8,cabeza,0.22423356771469116,0.9091888666152954,0.42769256234169006,0.8140703439712524,0.8113260730301091
9,cabeza,0.21839402616024017,0.9134997129440308,0.4289100766181946,0.7839195728302002,0.783372572846257
10,cabeza,0.22636324167251587,0.9076573848724365,0.38634759187698364,0.8241205811500549,0.823835900548853
11,cabeza,0.2245723307132721,0.9128190875053406,0.38461366295814514,0.8190954923629761,0.8166461916461916
12,cabeza,0.22437822818756104,0.9103233218193054,0.3654736876487732,0.8291457295417786,0.8291414141414142
13,ajuste,0.17944112420082092,0.9284741878509521,0.2843914031982422,0.8743718862533569,0.874257550865664
14,ajuste,0.1315378099679947,0.9485536217689514,0.25534844398498535,0.8844221234321594,0.884000304128545
15,ajuste,0.10674717277288437,0.9609189033508301,0.2248789221048355,0.9145728349685669,0.9145383352279906
16,ajuste,0.0910869687795639,0.9642654657363892,0.21288761496543884,0.9195979833602905,0.9195472003234284
17,ajuste,0.07418481260538101,0.9720363020896912,0.20066344738006592,0.9346733689308167,0.9346469622331691
18,ajuste,0.0596686415374279,0.9773681163787842,0.18546737730503082,0.9246231317520142,0.9246231155778895
19,ajuste,0.05097958445549011,0.9812251925468445,0.17606064677238464,0.9246231317520142,0.9246231155778895
20,ajuste,0.04143904894590378,0.9851956963539124,0.18522831797599792,0.9145728349685669,0.9144345802665856
21,ajuste,0.035119473934173584,0.9871242046356201,0.1727590560913086,0.9246231317520142,0.9245545305193983
22,ajuste,0.02738095261156559,0.9899603128433228,0.1724483221769333,0.929648220539093,0.929504048582996
23,ajuste,0.024102507159113884,0.9916052222251892,0.15959572792053223,0.9246231317520142,0.9246155011743313
