epoch,fase,loss,accuracy,val_loss,val_accuracy,val_macro_f1
1,cabeza,0.37374329566955566,0.8346000909805298,0.5779900550842285,0.7437185645103455,0.7411035432769573
2,cabeza,0.282018780708313,0.8813386559486389,0.4900987446308136,0.7989949584007263,0.7988680008085709
3,cabeza,0.2733112573623657,0.8846284747123718,0.5509126782417297,0.7537688612937927,0.752870213143422
4,cabeza,0.2674066722393036,0.8876346945762634,0.5301949381828308,0.7487437129020691,0.7473080048760666
5,cabeza,0.2602451741695404,0.892909824848175,0.4926542341709137,0.7537688612937927,0.751737658171449
6,cabeza,0.2651737928390503,0.8908678293228149,0.4430168569087982,0.7939698696136475,0.7934482671324776
7,cabeza,0.2629939317703247,0.8902438879013062,0.4856482744216919,0.7939698696136475,0.7937823834196891
8,cabeza,0.26714399456977844,0.8906409740447998,0.49763500690460205,0.7989949584007263,0.7981334956380605
9,ajuste,0.1981993019580841,0.9199092388153076,0.4466778039932251,0.8190954923629761,0.8174311926605504
10,ajuste,0.13405989110469818,0.9465116262435913,0.37946203351020813,0.8291457295417786,0.8289340614886731
11,ajuste,0.10012125968933105,0.9621100425720215,0.36136263608932495,0.8542713522911072,0.854035460454764
12,ajuste,0.0771394819021225,0.9718093872070312,0.3937532901763916,0.8241205811500549,0.8229762358622443
13,ajuste,0.0665523111820221,0.9752126932144165,0.38541948795318604,0.8643215894699097,0.8642667677150435
14,ajuste,0.050598639994859695,0.983323872089386,0.34917694330215454,0.8743718862533569,0.874257550865664
15,ajuste,0.04494228586554527,0.9832104444503784,0.32693856954574585,0.8844221234321594,0.8844104351339749
16,ajuste,0.03784795477986336,0.98621666431427,0.45192408561706543,0.8291457295417786,0.8268325143325144
17,ajuste,0.03171137720346451,0.9883153438568115,0.37363797426223755,0.8693467378616333,0.8692642005255711
18,ajuste,0.027087150141596794,0.9903005957603455,0.29582834243774414,0.9145728349685669,0.9145383352279906
19,ajuste,0.023773660883307457,0.9916052222251892,0.3225208520889282,0.8793969750404358,0.8790273556231003
20,ajuste,0.020706037059426308,0.9931367039680481,0.3677932620048523,0.8793969750404358,0.8790273556231003
21,ajuste,0.016884276643395424,0.9941009879112244,0.38662412762641907,0.8542713522911072,0.8535465042507295
22,ajuste,0.014260816387832165,0.9952921271324158,0.31176453828811646,0.8944723606109619,0.8942052099946837
23,ajuste,0.012921114452183247,0.9961429238319397,0.7025805115699768,0.7587939500808716,0.7469802924348379
24,ajuste,0.011335683055222034,0.9968236088752747,0.5253655314445496,0.8090452551841736,0.8059831691297208
