epoch,accuracy,loss,val_accuracy,val_loss
0,0.8460162878036499,0.35231462121009827,0.8891631960868835,0.2572392523288727
1,0.8860494494438171,0.27393531799316406,0.9024932384490967,0.23205043375492096
2,0.8890148997306824,0.2701551616191864,0.9029869437217712,0.22665295004844666
3,0.8903667330741882,0.26849377155303955,0.9118736386299133,0.21685384213924408
4,0.8907155990600586,0.2625304162502289,0.9116267561912537,0.215537890791893
5,0.8887096047401428,0.26571089029312134,0.9061959981918335,0.22997145354747772
6,0.8905848264694214,0.2658504843711853,0.908911406993866,0.21963435411453247
7,0.8887096047401428,0.27009257674217224,0.9113799333572388,0.2164117693901062
8,0.8862674832344055,0.2738272249698639,0.905455470085144,0.21994850039482117
