epoch,accuracy,loss,val_accuracy,val_loss
0,0.8328961133956909,0.37641283869743347,0.8859479427337646,0.26317474246025085
1,0.8717539310455322,0.3032074272632599,0.9012265801429749,0.24190248548984528
2,0.8753659725189209,0.29280340671539307,0.8850871324539185,0.26654112339019775
3,0.876734733581543,0.29406142234802246,0.8558209538459778,0.3445647060871124
4,0.8760503530502319,0.2966233491897583,0.8893910050392151,0.2596019208431244
5,0.8784837126731873,0.29053792357444763,0.8883150219917297,0.25959956645965576
6,0.8748336434364319,0.29700732231140137,0.8745427131652832,0.29193049669265747
