epoch,fase,loss,accuracy,val_loss,val_accuracy,val_macro_f1
1,cabeza,0.2995508909225464,0.8736245036125183,0.4624301493167877,0.8241205811500549,0.8210661528580603
2,cabeza,0.2190522700548172,0.915314793586731,0.4465528428554535,0.8341708779335022,0.83390242051749
3,cabeza,0.20356376469135284,0.9208167791366577,0.4724038243293762,0.7738693356513977,0.772744575561477
4,cabeza,0.2004539966583252,0.9196823835372925,0.5304650664329529,0.6532663106918335,0.6371012500991093
5,cabeza,0.1954474300146103,0.9221214056015015,0.440708190202713,0.7688442468643188,0.7667176350662589
6,cabeza,0.1932593435049057,0.9235961437225342,0.4384203255176544,0.7839195728302002,0.7835698206743051
7,cabeza,0.18817824125289917,0.926432192325592,0.4937437176704407,0.7437185645103455,0.7416045013621203
8,cabeza,0.19260455667972565,0.9239931702613831,0.41307657957077026,0.8190954923629761,0.8189812007277137
9,ajuste,0.1676277220249176,0.9346001148223877,0.4031570255756378,0.80402010679245,0.8035239614186983
10,ajuste,0.12954413890838623,0.9517867565155029,0.37441733479499817,0.8241205811500549,0.8238359005488529
11,ajuste,0.10650242120027542,0.9606353044509888,0.35474345088005066,0.8592965006828308,0.8588652482269503
12,ajuste,0.08960286527872086,0.9665343165397644,0.30109524726867676,0.8743718862533569,0.8741685003920379
13,ajuste,0.07743769139051437,0.9708451628684998,0.3131933808326721,0.8592965006828308,0.8586934469466423
14,ajuste,0.06487506628036499,0.976687490940094,0.3513472378253937,0.8291457295417786,0.8268325143325144
15,ajuste,0.058461807668209076,0.9794667959213257,0.30261361598968506,0.8693467378616333,0.8686001625355547
16,ajuste,0.05189045891165733,0.9817357063293457,0.3265880346298218,0.8492462038993835,0.8478593272171253
17,ajuste,0.047676779329776764,0.9825297594070435,0.36504778265953064,0.839195966720581,0.837385086823289
18,ajuste,0.040683768689632416,0.9855927228927612,0.34892407059669495,0.839195966720581,0.837018837018837
