epoch,fase,loss,accuracy,val_loss,val_accuracy,val_macro_f1
1,cabeza,0.30199024081230164,0.8700510263442993,0.4712488055229187,0.7939698696136475,0.7909288917360666
2,cabeza,0.21771320700645447,0.9133862853050232,0.46652230620384216,0.7487437129020691,0.7473080048760666
3,cabeza,0.20277979969978333,0.918207585811615,0.45471349358558655,0.7788944840431213,0.7768603465851173
4,cabeza,0.19476181268692017,0.9234259724617004,0.5305615067481995,0.6733668446540833,0.6494294929127029
5,cabeza,0.1955345720052719,0.9228587746620178,0.41760772466659546,0.8090452551841736,0.8076414326414327
6,cabeza,0.18645726144313812,0.9256381392478943,0.4639692008495331,0.7437185645103455,0.7377587142451099
7,cabeza,0.18729519844055176,0.9260351657867432,0.43945473432540894,0.7688442468643188,0.764509158263017
8,cabeza,0.19436708092689514,0.9238230586051941,0.4199987053871155,0.7939698696136475,0.7926293048672004
9,cabeza,0.19231529533863068,0.9259217381477356,0.49283653497695923,0.733668327331543,0.724657355436627
10,cabeza,0.19142241775989532,0.924220085144043,0.4669007360935211,0.7688442468643188,0.7662410623084781
11,cabeza,0.195394366979599,0.9230289459228516,0.4915314018726349,0.7185929417610168,0.7061181434599156
12,ajuste,0.16438019275665283,0.9376063346862793,0.4337835907936096,0.7688442468643188,0.7623078520980474
13,ajuste,0.12762776017189026,0.9529778957366943,0.37653225660324097,0.8140703439712524,0.8113260730301091
14,ajuste,0.09804727882146835,0.9633579254150391,0.33782246708869934,0.8341708779335022,0.8328029126460779
15,ajuste,0.08827032148838043,0.9672716856002808,0.30413514375686646,0.8643215894699097,0.8638264439769876
16,ajuste,0.07788234204053879,0.9708451628684998,0.2770146429538727,0.8743718862533569,0.8741685003920379
17,ajuste,0.06509411334991455,0.9769143462181091,0.3580740988254547,0.8291457295417786,0.8268325143325144
18,ajuste,0.055372096598148346,0.9797504544258118,0.30733639001846313,0.8592965006828308,0.8582621082621082
19,ajuste,0.04932624101638794,0.9820759892463684,0.34520161151885986,0.8341708779335022,0.8321190275327862
20,ajuste,0.04412127658724785,0.9841179847717285,0.3448200225830078,0.8341708779335022,0.8321190275327862
21,ajuste,0.040610421448946,0.9853658676147461,0.32861337065696716,0.839195966720581,0.837385086823289
22,ajuste,0.033727895468473434,0.9874078035354614,0.32482418417930603,0.8442211151123047,0.8426315655212877
