epoch,fase,loss,accuracy,val_loss,val_accuracy,val_macro_f1
1,cabeza,0.3432964086532593,0.8497447371482849,0.46064502000808716,0.7839195728302002,0.7821371285994347
2,cabeza,0.23445875942707062,0.903346598148346,0.3893621563911438,0.8341708779335022,0.8333460220784163
3,cabeza,0.22924445569515228,0.9069767594337463,0.44584396481513977,0.80402010679245,0.8020203566235555
4,cabeza,0.2249356508255005,0.9106069207191467,0.3836471438407898,0.8241205811500549,0.8241028360734399
5,cabeza,0.22603683173656464,0.9090186953544617,0.407163143157959,0.8291457295417786,0.8259415517596214
6,cabeza,0.22665923833847046,0.9082813262939453,0.3410841226577759,0.8643215894699097,0.864321608040201
7,cabeza,0.22206206619739532,0.911117434501648,0.35173705220222473,0.8492462038993835,0.84838480292564
8,cabeza,0.2240055650472641,0.9114010334014893,0.3300408124923706,0.8542713522911072,0.853069226264735
9,cabeza,0.22347314655780792,0.9096993803977966,0.388380765914917,0.80402010679245,0.803702860611579
10,cabeza,0.22424469888210297,0.9093590378761292,0.4073227047920227,0.8140703439712524,0.8103150681402478
11,cabeza,0.2303212583065033,0.9092456102371216,0.3797983229160309,0.7989949584007263,0.7975172975172975
12,cabeza,0.22132660448551178,0.9133862853050232,0.34530436992645264,0.8341708779335022,0.8340199671426766
13,ajuste,0.1809847205877304,0.927566647529602,0.2869758903980255,0.8743718862533569,0.8739133740527665
14,ajuste,0.13849179446697235,0.94622802734375,0.25078731775283813,0.8894472122192383,0.8893102750809061
15,ajuste,0.10415954142808914,0.9589903354644775,0.22741290926933289,0.9145728349685669,0.9144951345886516
16,ajuste,0.08638870716094971,0.9672716856002808,0.20758464932441711,0.909547746181488,0.9094906003638569
17,ajuste,0.07315856963396072,0.9722064733505249,0.20579801499843597,0.9195979833602905,0.9195797130733483
18,ajuste,0.06109355390071869,0.976233720779419,0.187735453248024,0.9246231317520142,0.9246155011743313
19,ajuste,0.04867582395672798,0.9814520478248596,0.19076256453990936,0.9246231317520142,0.9245926487305798
20,ajuste,0.04385482519865036,0.9830402731895447,0.17953263223171234,0.9246231317520142,0.9245545305193985
21,ajuste,0.03451469913125038,0.9871809482574463,0.17996744811534882,0.9145728349685669,0.9145642346642422
22,ajuste,0.030100330710411072,0.9895065426826477,0.1838829517364502,0.9195979833602905,0.9195797130733483
23,ajuste,0.024986540898680687,0.9909245371818542,0.18636274337768555,0.929648220539093,0.9296322489391796
24,ajuste,0.02047613076865673,0.992229163646698,0.18970364332199097,0.909547746181488,0.9095271772075166
25,ajuste,0.016442226245999336,0.9944980144500732,0.21250419318675995,0.9045225977897644,0.9040477096815125
26,ajuste,0.014009872451424599,0.9947249293327332,0.20454192161560059,0.9045225977897644,0.9041741642801024
27,ajuste,0.011833060532808304,0.9960294961929321,0.19972877204418182,0.9195979833602905,0.9193515704154003
28,ajuste,0.01061937864869833,0.9963698387145996,0.1906297206878662,0.9195979833602905,0.9195472003234284
29,ajuste,0.0075941262766718864,0.9977311491966248,0.20363037288188934,0.909547746181488,0.9094356796116505
